config,group,ingestion_success,timeout_rate,fallback_rate,latency_sec,p95_latency_sec
A_single_pipeline,central,0.815384695091776,0.184615304908224,0.07524758658898688,28.615258973529468,30.859751586931953
A_single_pipeline,extreme,0.6651975396066809,0.33480246039331907,0.06942629524719829,37.17393524712277,42.80049572376276
B_rule_single_route,central,0.7965168686585097,0.20348313134149038,0.07751172576097884,30.159008973529467,33.35975158693196
B_rule_single_route,extreme,0.6255825268031563,0.3744174731968437,0.07418009678362124,39.723935247122775,46.25049572376276
C_rule_multi_route,central,0.7713417493953514,0.22865825060464867,0.12953274007255783,31.996508973529465,36.35975158693196
C_rule_multi_route,extreme,0.6255825268031563,0.3744174731968437,0.07418009678362124,39.723935247122775,46.25049572376276
