run,kw_raw,kw_v2,table_kw_v2,text_kw_v2,faith,cr,elapsed
1,0.7544671430507344,0.7576720351085676,0.6076388888888888,0.8122295428248146,0.8555748650873503,0.8666666666666667,555.7188565731049
2,0.7477247188083102,0.7527528431893756,0.5659722222222222,0.8206730689956132,0.8921296296296296,0.8666666666666667,554.9137277603149
3,0.7293661329497244,0.7334127758493083,0.6076388888888888,0.7791487347440064,0.8647798742138365,0.8666666666666667,505.0214641094208
