config,file,group,route,route_mode,effective_route,effective_mode,confidence,difficulty_score,latency_sec,ingestion_success,timeout_rate,fallback_rate,p95_latency_sec
A_single_pipeline,광주과학기술원_실시간통합연구비관리시스템(RCMS)  연계 모듈 변경 사업.hwp,central,text+table,multi,text_only,single,0.55,-0.05480544138233828,28.0,0.8249137318359602,0.17508626816403985,0.06351035217968479,30.859751586931953
B_rule_single_route,광주과학기술원_실시간통합연구비관리시스템(RCMS)  연계 모듈 변경 사업.hwp,central,text+table,multi,table_aware,single,0.55,-0.05480544138233828,30.5,0.796165712800213,0.203834287199787,0.06696011446397443,33.35975158693196
C_rule_multi_route,광주과학기술원_실시간통합연구비관리시스템(RCMS)  연계 모듈 변경 사업.hwp,central,text+table,multi,text+table,multi,0.55,-0.05480544138233828,33.5,0.7572203403540398,0.2427796596459601,0.15163355915751522,36.35975158693196
A_single_pipeline,광주과학기술원_학사시스템 기능개선 사업.hwp,central,text+table,multi,text_only,single,0.55,-0.27947505221861363,28.0,0.8249137318359602,0.17508626816403985,0.06351035217968479,30.859751586931953
B_rule_single_route,광주과학기술원_학사시스템 기능개선 사업.hwp,central,text+table,multi,table_aware,single,0.55,-0.27947505221861363,30.5,0.796165712800213,0.203834287199787,0.06696011446397443,33.35975158693196
C_rule_multi_route,광주과학기술원_학사시스템 기능개선 사업.hwp,central,text+table,multi,text+table,multi,0.55,-0.27947505221861363,33.5,0.7572203403540398,0.2427796596459601,0.15163355915751522,36.35975158693196
A_single_pipeline,국가과학기술지식정보서비스_통합정보시스템 고도화 용역.hwp,central,text+table,multi,text_only,single,0.55,0.13588969052340805,29.223007214710673,0.8065425835731901,0.19345741642680991,0.06571488997121719,30.859751586931953
B_rule_single_route,국가과학기술지식정보서비스_통합정보시스템 고도화 용역.hwp,central,text+table,multi,table_aware,single,0.55,0.13588969052340805,31.723007214710673,0.7755986996765707,0.22440130032342936,0.06942815603881153,33.35975158693196
C_rule_multi_route,국가과학기술지식정보서비스_통합정보시스템 고도화 용역.hwp,central,text+table,multi,text+table,multi,0.55,0.13588969052340805,34.72300721471067,0.7340364228759279,0.26596357712407215,0.15441562925488866,36.35975158693196
A_single_pipeline,국가철도공단_철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역(변.hwp,central,text+table,multi,text_only,single,0.55,-0.14613321995636425,28.0,0.8249137318359602,0.17508626816403985,0.06351035217968479,30.859751586931953
B_rule_single_route,국가철도공단_철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역(변.hwp,central,text+table,multi,table_aware,single,0.55,-0.14613321995636425,30.5,0.796165712800213,0.203834287199787,0.06696011446397443,33.35975158693196
C_rule_multi_route,국가철도공단_철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역(변.hwp,central,text+table,multi,text+table,multi,0.55,-0.14613321995636425,33.5,0.7572203403540398,0.2427796596459601,0.15163355915751522,36.35975158693196
A_single_pipeline,국립인천해양박물관_국립인천해양박물관 해양자료관리시스템 구축 용.hwp,central,text_only,single,text_only,single,0.0,-0.9416628712180548,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,국립인천해양박물관_국립인천해양박물관 해양자료관리시스템 구축 용.hwp,central,text_only,single,text_only,single,0.0,-0.9416628712180548,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,국립인천해양박물관_국립인천해양박물관 해양자료관리시스템 구축 용.hwp,central,text_only,single,text_only,single,0.0,-0.9416628712180548,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,국립중앙의료원_(긴급)「2024년도 차세대 응급의료 상황관리시스템 구축.hwp,extreme,table_aware,single,text_only,single,0.8,1.0515597319059897,37.46403758715391,0.6464786379204701,0.3535213620795299,0.07242256344954358,42.80049572376276
B_rule_single_route,국립중앙의료원_(긴급)「2024년도 차세대 응급의료 상황관리시스템 구축.hwp,extreme,table_aware,single,table_aware,single,0.8,1.0515597319059897,39.96403758715391,0.6025487383596204,0.3974512616403796,0.07769415139684555,46.25049572376276
C_rule_multi_route,국립중앙의료원_(긴급)「2024년도 차세대 응급의료 상황관리시스템 구축.hwp,extreme,table_aware,single,table_aware,single,0.8,1.0515597319059897,39.96403758715391,0.6025487383596204,0.3974512616403796,0.07769415139684555,46.25049572376276
A_single_pipeline,국민연금공단_2024년 이러닝시스템 운영 용역.hwp,central,text_only,single,text_only,single,0.0,-0.13979692647379022,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,국민연금공단_2024년 이러닝시스템 운영 용역.hwp,central,text_only,single,text_only,single,0.0,-0.13979692647379022,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,국민연금공단_2024년 이러닝시스템 운영 용역.hwp,central,text_only,single,text_only,single,0.0,-0.13979692647379022,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,국민연금공단_사업장 사회보험료 지원 고시 개정에 따른 정보시스템 보.hwp,central,text_only,single,text_only,single,0.0,-0.9054572372228599,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,국민연금공단_사업장 사회보험료 지원 고시 개정에 따른 정보시스템 보.hwp,central,text_only,single,text_only,single,0.0,-0.9054572372228599,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,국민연금공단_사업장 사회보험료 지원 고시 개정에 따른 정보시스템 보.hwp,central,text_only,single,text_only,single,0.0,-0.9054572372228599,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,국방과학연구소_기록관리시스템 통합 활용 및 보안 환경 구축.hwp,central,text_only,single,text_only,single,0.0,-0.8164042533755973,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,국방과학연구소_기록관리시스템 통합 활용 및 보안 환경 구축.hwp,central,text_only,single,text_only,single,0.0,-0.8164042533755973,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,국방과학연구소_기록관리시스템 통합 활용 및 보안 환경 구축.hwp,central,text_only,single,text_only,single,0.0,-0.8164042533755973,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,국방과학연구소_대용량 자료전송시스템 고도화.hwp,central,text_only,single,text_only,single,0.0,-0.11330883849519327,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,국방과학연구소_대용량 자료전송시스템 고도화.hwp,central,text_only,single,text_only,single,0.0,-0.11330883849519327,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,국방과학연구소_대용량 자료전송시스템 고도화.hwp,central,text_only,single,text_only,single,0.0,-0.11330883849519327,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,그랜드코리아레저(주)_2024년도 GKL  그룹웨어 시스템 구축 용역.hwp,central,text_only,single,text_only,single,0.0,-0.4564860376517914,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,그랜드코리아레저(주)_2024년도 GKL  그룹웨어 시스템 구축 용역.hwp,central,text_only,single,text_only,single,0.0,-0.4564860376517914,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,그랜드코리아레저(주)_2024년도 GKL  그룹웨어 시스템 구축 용역.hwp,central,text_only,single,text_only,single,0.0,-0.4564860376517914,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,나노종합기술원_스마트 팹 서비스 활용체계 구축관련 설비온라인 시스.hwp,central,text+table,multi,text_only,single,0.55,0.07495134514981716,28.674562106348354,0.8149564976407586,0.18504350235924144,0.06470522028310896,30.859751586931953
B_rule_single_route,나노종합기술원_스마트 팹 서비스 활용체계 구축관련 설비온라인 시스.hwp,central,text+table,multi,table_aware,single,0.55,0.07495134514981716,31.174562106348354,0.7849996792784522,0.2150003207215478,0.06830003848658572,33.35975158693196
C_rule_multi_route,나노종합기술원_스마트 팹 서비스 활용체계 구축관련 설비온라인 시스.hwp,central,text+table,multi,text+table,multi,0.55,0.07495134514981716,34.174562106348354,0.7446052432647059,0.2553947567352941,0.1531473708082353,36.35975158693196
A_single_pipeline,남서울대학교_[혁신-국고] 남서울대학교 스마트 정보시스템 활성화(학사.hwp,central,text+table,multi,text_only,single,0.55,0.05512914544262976,28.496162308983667,0.8176317070178418,0.18236829298215818,0.06438419515785898,30.859751586931953
B_rule_single_route,남서울대학교_[혁신-국고] 남서울대학교 스마트 정보시스템 활성화(학사.hwp,central,text+table,multi,table_aware,single,0.55,0.05512914544262976,30.996162308983667,0.7879953146955081,0.2120046853044919,0.06794056223653902,33.35975158693196
C_rule_multi_route,남서울대학교_[혁신-국고] 남서울대학교 스마트 정보시스템 활성화(학사.hwp,central,text+table,multi,text+table,multi,0.55,0.05512914544262976,33.99616230898367,0.7479830121041879,0.252016987895812,0.15274203854749743,36.35975158693196
A_single_pipeline,대검찰청_아태 사이버범죄 역량강화 허브(APC-HUB) 홈페이지 및 온라인 교.hwp,central,text+table,multi,text_only,single,0.55,0.00105416835884313,28.009487515229587,0.8247766603976215,0.1752233396023785,0.06352680075228542,30.859751586931953
B_rule_single_route,대검찰청_아태 사이버범죄 역량강화 허브(APC-HUB) 홈페이지 및 온라인 교.hwp,central,text+table,multi,table_aware,single,0.55,0.00105416835884313,30.509487515229587,0.7960117005693775,0.20398829943062247,0.06697859593167468,33.35975158693196
C_rule_multi_route,대검찰청_아태 사이버범죄 역량강화 허브(APC-HUB) 홈페이지 및 온라인 교.hwp,central,text+table,multi,text+table,multi,0.55,0.00105416835884313,33.50948751522959,0.7570458814979635,0.24295411850203658,0.15165449422024438,36.35975158693196
A_single_pipeline,대전대학교_대전대학교 2024학년도 다층적 융합 학습경험 플랫폼(MILE) 전.hwp,central,text_only,single,text_only,single,0.0,-1.1748099047933775,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,대전대학교_대전대학교 2024학년도 다층적 융합 학습경험 플랫폼(MILE) 전.hwp,central,text_only,single,text_only,single,0.0,-1.1748099047933775,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,대전대학교_대전대학교 2024학년도 다층적 융합 학습경험 플랫폼(MILE) 전.hwp,central,text_only,single,text_only,single,0.0,-1.1748099047933775,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,대한상공회의소_기업 재생에너지 지원센터 홈페이지 개편 및 시스템 고.hwp,central,text_only,single,text_only,single,0.0,-1.0836715403580865,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,대한상공회의소_기업 재생에너지 지원센터 홈페이지 개편 및 시스템 고.hwp,central,text_only,single,text_only,single,0.0,-1.0836715403580865,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,대한상공회의소_기업 재생에너지 지원센터 홈페이지 개편 및 시스템 고.hwp,central,text_only,single,text_only,single,0.0,-1.0836715403580865,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,"대한장애인체육회_2025년 전국장애인체육대회 전산 및 시스템, 홈페이지 .hwp",central,text_only,single,text_only,single,0.0,-1.063089119128234,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,"대한장애인체육회_2025년 전국장애인체육대회 전산 및 시스템, 홈페이지 .hwp",central,text_only,single,text_only,single,0.0,-1.063089119128234,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,"대한장애인체육회_2025년 전국장애인체육대회 전산 및 시스템, 홈페이지 .hwp",central,text_only,single,text_only,single,0.0,-1.063089119128234,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,대한적십자사 의료원_적십자병원 병원정보 재해복구시스템 구축 용역 .hwp,central,text_only,single,text_only,single,0.0,-0.882386350200647,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,대한적십자사 의료원_적십자병원 병원정보 재해복구시스템 구축 용역 .hwp,central,text_only,single,text_only,single,0.0,-0.882386350200647,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,대한적십자사 의료원_적십자병원 병원정보 재해복구시스템 구축 용역 .hwp,central,text_only,single,text_only,single,0.0,-0.882386350200647,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,문화체육관광부 국립민속박물관_2024년 국립민속박물관 민속아카이브 자.hwp,central,text_only,single,text_only,single,0.0,-0.9491015337013984,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,문화체육관광부 국립민속박물관_2024년 국립민속박물관 민속아카이브 자.hwp,central,text_only,single,text_only,single,0.0,-0.9491015337013984,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,문화체육관광부 국립민속박물관_2024년 국립민속박물관 민속아카이브 자.hwp,central,text_only,single,text_only,single,0.0,-0.9491015337013984,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,부산관광공사_경영정보시스템 기능개선.hwp,central,text+table,multi,text_only,single,0.55,0.3192818662964354,30.87353679666792,0.7794813206968432,0.2205186793031568,0.06896224151637881,30.859751586931953
B_rule_single_route,부산관광공사_경영정보시스템 기능개선.hwp,central,text+table,multi,table_aware,single,0.55,0.3192818662964354,33.37353679666792,0.7455743711000974,0.2544256288999026,0.07303107546798832,33.35975158693196
C_rule_multi_route,부산관광공사_경영정보시스템 기능개선.hwp,central,text+table,multi,text+table,multi,0.55,0.3192818662964354,36.37353679666792,0.7005978356022846,0.29940216439771533,0.15842825972772584,36.35975158693196
A_single_pipeline,사단법인 보험개발원_실손보험 청구 전산화 시스템 구축 사업.hwp,central,text_only,single,text_only,single,0.0,-0.7923648076354937,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,사단법인 보험개발원_실손보험 청구 전산화 시스템 구축 사업.hwp,central,text_only,single,text_only,single,0.0,-0.7923648076354937,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,사단법인 보험개발원_실손보험 청구 전산화 시스템 구축 사업.hwp,central,text_only,single,text_only,single,0.0,-0.7923648076354937,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,사단법인아시아물위원회사무국_우즈벡-키르기즈스탄 기후변화대응 스.hwp,central,text_only,single,text_only,single,0.0,-0.08941882192756895,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,사단법인아시아물위원회사무국_우즈벡-키르기즈스탄 기후변화대응 스.hwp,central,text_only,single,text_only,single,0.0,-0.08941882192756895,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,사단법인아시아물위원회사무국_우즈벡-키르기즈스탄 기후변화대응 스.hwp,central,text_only,single,text_only,single,0.0,-0.08941882192756895,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,서민금융진흥원_서민금융진흥원 서민금융 채팅 상담시스템 구축.hwp,central,text_only,single,text_only,single,0.0,-0.9396764087526701,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,서민금융진흥원_서민금융진흥원 서민금융 채팅 상담시스템 구축.hwp,central,text_only,single,text_only,single,0.0,-0.9396764087526701,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,서민금융진흥원_서민금융진흥원 서민금융 채팅 상담시스템 구축.hwp,central,text_only,single,text_only,single,0.0,-0.9396764087526701,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,서영대학교 산학협력단_전문대학 혁신지원사업 서영대학교 차세대 교육.hwp,central,text_only,single,text_only,single,0.0,-0.878877859617568,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,30.859751586931953
B_rule_single_route,서영대학교 산학협력단_전문대학 혁신지원사업 서영대학교 차세대 교육.hwp,central,text_only,single,text_only,single,0.0,-0.878877859617568,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,33.35975158693196
C_rule_multi_route,서영대학교 산학협력단_전문대학 혁신지원사업 서영대학교 차세대 교육.hwp,central,text_only,single,text_only,single,0.0,-0.878877859617568,28.0,0.8249137318359602,0.17508626816403985,0.09101035217968478,36.35975158693196
A_single_pipeline,"서울특별시 여성가족재단_(재공고, 협상) 서울 디지털성범죄 안심지원센.hwp",extreme,table_aware,single,text_only,single,0.8,0.8847941307046789,35.96314717634211,0.6799811729525022,0.32001882704749784,0.06840225924569973,42.80049572376276
B_rule_single_route,"서울특별시 여성가족재단_(재공고, 협상) 서울 디지털성범죄 안심지원센.hwp",extreme,table_aware,single,table_aware,single,0.8,0.8847941307046789,38.46314717634211,0.6378824838437112,0.3621175161562888,0.07345410193875465,46.25049572376276
C_rule_multi_route,"서울특별시 여성가족재단_(재공고, 협상) 서울 디지털성범죄 안심지원센.hwp",extreme,table_aware,single,table_aware,single,0.8,0.8847941307046789,38.46314717634211,0.6378824838437112,0.3621175161562888,0.07345410193875465,46.25049572376276
A_single_pipeline,서울특별시교육청_서울특별시교육청 지능정보화전략계획(ISP) 수립(2차) .hwp,central,text+table,multi,text_only,single,0.55,0.03233614990320302,28.291025349128827,0.8206705988724708,0.17932940112752918,0.06401952813530351,30.859751586931953
B_rule_single_route,서울특별시교육청_서울특별시교육청 지능정보화전략계획(ISP) 수립(2차) .hwp,central,text+table,multi,table_aware,single,0.55,0.03233614990320302,30.791025349128827,0.7914020600520834,0.20859793994791664,0.06753175279375,33.35975158693196
