config,ingestion_success,timeout_rate,fallback_rate,latency_sec,p95_latency_sec,view
A_single_pipeline,0.7402911173492285,0.2597088826507715,0.07233694091809259,32.89459711032612,36.83012365534736,overall_mean
B_rule_single_route,0.7110496977308329,0.28895030226916707,0.07584591127230003,34.94147211032612,39.80512365534736,overall_mean
C_rule_multi_route,0.6984621380992538,0.30153786190074616,0.10185641842808954,35.86022211032612,41.30512365534736,overall_mean
A_single_pipeline,0.7402911173492285,0.2597088826507715,0.07233694091809259,32.89459711032612,36.83012365534736,macro_group_mean
B_rule_single_route,0.7110496977308329,0.28895030226916707,0.07584591127230003,34.94147211032612,39.80512365534736,macro_group_mean
C_rule_multi_route,0.6984621380992538,0.30153786190074616,0.10185641842808954,35.86022211032612,41.30512365534736,macro_group_mean
A_single_pipeline,0.6651975396066809,0.33480246039331907,0.07524758658898688,37.17393524712277,42.80049572376276,worst_group
B_rule_single_route,0.6255825268031563,0.3744174731968437,0.07751172576097884,39.723935247122775,46.25049572376276,worst_group
C_rule_multi_route,0.6255825268031563,0.3744174731968437,0.12953274007255783,39.723935247122775,46.25049572376276,worst_group
